line,month,year,transport_type_id,transition_hour,number_of_passage,number_of_passenger,intensity
AYDINLI TOKI-KARTAL METRO,7,2022,1,14.076923076923077,269917,261814,0.9699796604141273
BAGCILAR DEV.HST./CINCINDERE CAD.-MECIDIYEKOY,7,2022,1,14.289301310043667,33675,32862,0.9758574610244989
BAHARIYE-OLIMPIYAT,7,2022,2,13.72879932829555,483820,455823,0.9421334380554752
BAHCEKENT-BAHCESEHIR-ISPARTAKULE-HALKALI ISTASYONU,7,2022,1,13.8052738336714,29585,28317,0.9571404427919554
BAHCEKOY-4.LEVENT METRO,7,2022,1,13.089766606822264,14061,13852,0.985136192304957
BAHCEKOY-HACIOSMAN METRO,7,2022,1,13.90703735881842,108784,105908,0.9735622885718488
BAHCEKOY-SARIYER,7,2022,1,14.13740458015267,11955,11516,0.9632789627770807
BAHCEKOY-TAKSIM,7,2022,1,13.57262103505843,180865,172704,0.9548779476405054
BAHCESEHIR UNIVERSITESI - KEMERBURGAZ,7,2022,1,12.526315789473683,472,459,0.972457627118644
BAHCESEHIRI / ESENKENT - TAKSIM,7,2022,1,12.773993808049536,461542,411934,0.8925168240376824
BAKIRKOY - BEYAZIT,7,2022,1,12.620845921450153,10275,9968,0.9701216545012166
BALABAN KOYU-BAYRAMPASA METRO,7,2022,1,13.52,11105,10550,0.95002251238181
BALABAN KOYU-MESCIDI SELAM,7,2022,1,13.211764705882352,2623,2529,0.9641631719405261
BARBAROS-E.KADIKOY,7,2022,3,13.78736122971819,206742,189528,0.9167368023913863
BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,7,2022,1,12.86682242990654,283475,267036,0.9420089955022489
BASAKSEHIR 4.ETAP - BAKIRKOY,7,2022,1,13.365714285714288,449108,433980,0.9663154519625569
BASAKSEHIR 4.ETAP - EMINONU,7,2022,1,14.270053475935828,123780,117986,0.9531911455808693
BASAKSEHIR 4.ETAP-KAYABASI KIPTAS KONUTLARI,7,2022,1,13.94990366088632,35345,33879,0.9585231291554676
BASAKSEHIR 4.ETAP-Z.BURNU METRO,7,2022,1,13.799812909260991,81309,78666,0.967494373316607
BASAKSEHIR METROKENT - BAKIRKOY,7,2022,1,13.399348003259984,368812,355499,0.9639030183399673
BASAKSEHIR METROKENT - SEHIR HASTANESI,7,2022,1,13.349738219895288,44688,43572,0.9750268528464017
BASAKSEHIR METROKENT – EMINONU,7,2022,1,12.364902506963787,15204,14920,0.9813207050776112
BASAKSEHIR METROKENT-EMINONU,7,2022,1,13.612635078969245,300291,283790,0.9450499681975151
BASAKSEHIR METROKENT-KARTALTEPE,7,2022,1,13.172881355932205,48759,47912,0.9826288480075474
BASIBUYUK SAGLIK KAMPUSU - KUCUKYALI METRO,7,2022,1,13.135327635327636,19266,18957,0.9839613827468079
BASIBUYUK-SUREYYAPASA HTS.-MALTEPE,7,2022,1,14.06567992599445,88837,87086,0.9802897441381406
BASIN TESISLERI-Y.BOSNA METRO,7,2022,1,13.439205955334987,43817,42973,0.9807380696989753
BASINSITESI - EMINONU,7,2022,1,13.984549356223177,125347,119230,0.951199470270529
BASINSITESI - TAKSIM,7,2022,1,14.20818181818182,72850,70329,0.9653946465339739
BATI ATASEHIR - KOZYATAGI METRO,7,2022,1,13.217761557177615,16436,16152,0.9827208566561207
BATISEHIR-KOCATEPE METRO,7,2022,1,13.699140401146131,14332,13744,0.958972927714206
BATISEHIR-YENIBOSNA METRO,7,2022,1,13.10183299389002,11483,11293,0.9834538012714448
BEREKET SITESI - DARLIK,7,2022,1,12.845,7734,7487,0.9680630980087923
BESIKTAS - BELGRAD ORMANI,7,2022,1,14.325068870523417,3618,3501,0.9676616915422885
BESIKTAS - KURUCESMEUSTU,7,2022,1,14.048492791612055,11222,10737,0.9567813224024239
BESIKTAS - MECIDIYEKOY,7,2022,1,13.593671940049958,411009,395847,0.9631102968548134
BESIKTAS ULUS-ZINCIRLIKUYU-BESIKTAS,7,2022,1,13.9111328125,53906,52008,0.9647905613475309
BESIKTAS-ADALAR,7,2022,3,13.56262425447316,24331,22526,0.925814804159303
BESIKTAS-AYAZAGA,7,2022,1,14.214035087719298,16220,15857,0.9776202219482121
BESIKTAS-USKUDAR,7,2022,3,14.143799472295514,25776,22180,0.8604903786468032
BESIKTAS-Z.KUYU-ULUS-BESIKTAS,7,2022,1,13.847601128880529,65850,63142,0.9588762338648443
BEYKOZ-MECIDIYEKOY,7,2022,1,13.821428571428571,177633,172325,0.9701181649806061
BEYKOZ-YENIKOY,7,2022,3,14.05079962370649,34035,32581,0.9572792713383282
BEYLIKDUZU - AVCILAR,7,2022,1,11.315315315315315,1292,1227,0.9496904024767802
BEYLIKDUZU - BAKIRKOY,7,2022,1,13.578671328671328,17708,17308,0.9774113395075672
BEYLIKDUZU - CEVIZLIBAG,7,2022,1,11.585253456221198,8554,8204,0.9590834697217676
BEYLIKDUZU-TAKSIM(CIFT KATLI),7,2022,1,13.472131147540985,71321,63399,0.8889247206292676
BEYOGLU-TAKSIM,7,2022,2,14.22389666307858,27418,19716,0.7190896491356044
BEZIRGANBAHCE TOKI-SEFAKOY METROBUS,7,2022,1,13.702439024390245,6844,6766,0.9886031560490941
BINEVLER - EMINONU,7,2022,1,14.07404181184669,136470,130456,0.9559317066021836
BINEVLER - MASLAK,7,2022,1,14.302760463045416,125955,122819,0.9751022190464849
BINEVLER-YENIKAPI,7,2022,1,12.329588014981274,11520,11269,0.9782118055555555
BINKILIC-CATALCA,7,2022,1,12.61569416498994,22448,21176,0.943335709194583
BIZIMEVLER-ISPARTAKULE-YENIKAPI,7,2022,1,13.264705882352942,5246,5044,0.9614944719786505
BOGAZ,7,2022,3,14.211412535079514,416392,367027,0.8814458491037291
BOGAZKOY MAH.- AVCILAR METROBUS,7,2022,1,13.84516129032258,244341,236664,0.9685807948727393
BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,7,2022,1,13.182470119521913,355668,340936,0.9585793492807899
BOGAZKOY-BAHCESEHIR-OLIMPIYATKOY METRO,7,2022,1,14.054195804195803,64184,62030,0.9664402343263119
BOGAZKOY-BAHCESEHIR-TAKSIM,7,2022,1,13.747048903878584,83174,75569,0.908565176617693
BOGAZKOY-BAHCESEHIR-YENIKAPI,7,2022,1,13.495465787304203,470728,443834,0.9428672184361244
BOLLUCA-BOGAZKOY-CEBECI,7,2022,1,14.507042253521126,6313,6046,0.9577063202914621
BOLLUCA-IMRAHOR-CEBECI,7,2022,1,13.638141809290952,35236,33690,0.9561244182086502
BOSTANCI - S.GOKCEN HAVALIMANI,7,2022,1,13.187004754358162,43517,40018,0.9195946411747133
BOSTANCI-ADALAR,7,2022,3,11.881976212259834,60929,54254,0.8904462571189418
BOSTANCI-KARAKOY,7,2022,3,9.976190476190476,2888,2811,0.9733379501385041
BOSTANCI-U.MUMCU MAH,7,2022,1,14.396386822529225,87303,84967,0.9732426148013241
BURHANIYE MAH. - USKUDAR,7,2022,1,13.331742243436754,16936,16558,0.9776806802078413
BUYUKCEKMECE - I.U. AVCILAR KAMPUSU,7,2022,1,13.083333333333334,479,472,0.9853862212943633
CAGDASKENT/ SEKERPINAR MAH. - KARTAL,7,2022,1,14.154405086285196,74689,71078,0.9516528538338979
CAGLAYAN - EMINONU,7,2022,1,14.33661593554163,141230,131095,0.9282376265665935
CAGLAYAN-TOPKAPI,7,2022,1,14.315092674315975,97888,92597,0.9459484308597581
CAKMAK MAH.-YENIHISAR-KADIKOY,7,2022,1,12.05464480874317,2156,2141,0.9930426716141002
CAMLICA CAMII - BULGURLU METRO - GOZTEPE KOPRUSU,7,2022,1,12.161676646706589,4748,4634,0.9759898904802022
CAMLIK HAM.- PENDIK METRO / PENDIK YHT,7,2022,1,14.216337522441652,79723,77115,0.9672867303036765
CAMLIK-AYRILIKCESME,7,2022,1,13.48148148148148,13240,13072,0.9873111782477342
CARSI - NIZAM,7,2022,1,13.512720156555773,12382,10175,0.8217573897593281
CARSI-AKCAKOCA-ITFAIYE,7,2022,1,15.984779299847792,7273,6095,0.8380310738347312
CARSI-CAM LIMANI,7,2022,1,15.13803680981595,5819,4401,0.756315518130263
CARSI-KALPAZANKAYA,7,2022,1,15.0695468914647,18794,15468,0.8230286261572842
CARSI-MADEN-NIZAM,7,2022,1,14.41095890410959,73984,40975,0.553835964532872
CARSI-NARCICEGI,7,2022,1,14.878284923928078,9339,7834,0.8388478423814113
CARSI-TEPEKOY-KADIYORAN,7,2022,1,14.310148232611176,13071,11474,0.8778211307474562
CATALCA-AVCILAR METROBUS,7,2022,1,12.838957055214724,347476,324207,0.933034223946402
CAVUSPASA-ZEYTINBURNU METRO,7,2022,1,13.823474178403757,88981,86699,0.9743540755891708
CEBECI - TAKSIM,7,2022,1,13.499174917491748,414961,396998,0.9567115945835873
CEBECI KOYU-ISTIKLAL MAHALLESI,7,2022,1,14.159574468085106,13975,13445,0.9620751341681574
CEBECI MAH-ISTIKLAL MAH-BOGAZKOY,7,2022,1,13.494623655913978,15869,15002,0.9453651773898797
CEBECI MAHALLESI - EMINONU,7,2022,1,13.669449081803004,322373,306557,0.950938819317995
CEBECI MAHALLESI - VEZNECILER,7,2022,1,14.021505376344086,59169,56101,0.9481485237201913
CEBECI MAHALLESI - Y.BOSNA METRO,7,2022,1,13.722029988465977,20364,19645,0.9646925947750933
CEBECI MAHALLESI-BOGAZKOY-ENSAR MAHALLESI,7,2022,1,13.87772925764192,10561,9900,0.9374112299971593
CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,7,2022,1,13.910557184750733,42986,40405,0.9399571953659331
CEBECI MAHALLESI-MECIDIYEKOY,7,2022,1,14.02301054650048,28546,27502,0.9634274504308835
CEBECI MAHALLESI-TASOLUK-HARACCI,7,2022,1,13.941717791411042,37943,36167,0.9531929473157104
CEBECI PERONLAR - SISLI,7,2022,1,13.620833333333334,185062,178296,0.9634392798089289
CEBECI-ZINCIRLIKUYU,7,2022,1,14.086174242424242,56972,55607,0.976040862177912
CEBECI_YENIKAPI,7,2022,1,12.785024154589372,9816,9599,0.9778932355338223
CEBECL PERONLAR-FENERTEPE-OLIMPIYATKOY METRO,7,2022,1,13.971887550200805,33891,32400,0.9560060192971586
CEKMEKOY - MECIDIYEKOY,7,2022,1,12.730538922155688,10805,10687,0.9890791300323925
CEKMEKOY-ALEMDAR NISANTEPE,7,2022,1,13.705570291777189,7633,7522,0.9854578802567797
CEKMEKOY-YAMANEVLER METRO,7,2022,1,13.390883977900552,11595,11247,0.969987063389392
CEKMEKOY/SAMANDIRA-KARTAL,7,2022,1,14.230113636363637,100672,98438,0.9778091226954864
CEVATPASA - BEYAZIT,7,2022,1,13.773566569484936,54954,53275,0.9694471740000727
CEVATPASA - TAKSIM,7,2022,1,14.137289636846766,65126,62345,0.9572981604888985
CEVATPASA MAHALLESI - MECIDIYEKOY,7,2022,1,13.96692607003891,40840,39733,0.9728942213516161
CEVATPASA-EMINONU,7,2022,1,14.179245283018869,61019,57716,0.9458693193923204
CEVIZLIBAG - ISTANBUL HAVALIMANI,7,2022,1,13.0,2302,2227,0.9674196350999131
CEVIZLIBAG - SOGUTLUCESME ,7,2022,1,11.5,3298235,3170683,0.9613271946965574
CEVIZLIBAG-4.LEVENT,7,2022,1,13.691780821917808,93866,91999,0.9801099439626701
CEZAEVI-OTOGAR,7,2022,1,12.776119402985074,28863,25898,0.8972733257111181
CIBALI - EMINONU,7,2022,1,13.47117296222664,14298,12614,0.8822212896908659
CIFTLIKKOY-CATALCA,7,2022,1,13.01930501930502,21819,20428,0.9362482240249324
CIHANGIR MAH. - AVCILAR - OTOGAR,7,2022,1,13.699417152373025,467286,445086,0.9524916218333098
CIKSALIN - EMINONU,7,2022,1,13.806224899598394,41464,39483,0.9522236156666024
CIKSALIN-TAKSIM,7,2022,1,13.907630522088354,62143,60253,0.9695862768131568
CINAR-KUMSAL-MADEN,7,2022,1,14.148314606741572,13694,11203,0.8180955162845042
CIRCIR METRO - 4.LEVENT METRO,7,2022,1,13.888418079096043,9124,8951,0.9810390179745726
CIRCIR METRO/IMAR - SISLI,7,2022,1,13.860955056179776,11719,11475,0.9791791108456352
CIRCIR METRO/IMAR - VEZNECILER,7,2022,1,13.853684210526316,39665,38385,0.9677297365435522
CIRCIR METRO/YILDIZTABYA - EMINONU,7,2022,1,13.716694772344011,312743,299990,0.9592221088881286
CIRCIR METRO/YILDIZTABYA - MECIDIYEKOY,7,2022,1,14.250465549348233,73598,71451,0.9708280116307508
CIRCIR METRO/YILDIZTABYA - TAKSIM,7,2022,1,13.579234972677597,11404,11162,0.9787793756576639
CIRCIR METRO/YILDIZTABYA - VEZNECILER,7,2022,1,13.88860325621251,227845,219475,0.9632644999890276
CUBUKLU-ISTINYE,7,2022,3,13.298423423423424,22103,21226,0.960322128217889
CUMH.MAH-KUCUK CAMLICA - USKUDAR,7,2022,1,13.926728586171311,70168,68636,0.9781666856686809
CUMHURIYET MAHALLESI-MECIDIYEKOY,7,2022,1,13.797994269340974,33858,33454,0.9880678126292162
CUMHURIYETKOY / HUSEYINLI - CEKMEKOY,7,2022,1,13.959509202453988,19506,19003,0.9742130626473905
CUMHURIYETKOY / RIVA - BEYKOZ /KAVACIK,7,2022,1,13.76574307304786,22690,22021,0.9705156456588806
DEGIRMENDERE-KAVACIK,7,2022,1,13.930683918669132,83826,81616,0.9736358647674945
DELIKKAYA-OMERLI KIPTAS-BEYLIKDUZU,7,2022,1,12.623809523809523,3995,3904,0.9772215269086358
DELIKLI KAYA - ARNAVUTKOY,7,2022,1,13.595814977973568,32927,31343,0.9518935827740153
DELIKLIKAYA-BAHCESEHIR-MAHMUTBEY METRO,7,2022,1,13.661899897854957,30415,29080,0.9561071839552853
DEMOKRASI CAD-YAMANEVLER METRO,7,2022,1,13.363420427553445,8351,8226,0.9850317327266196
DENIZ HARP OKULU - SABIHA GOKCEN HAVALIMANI,7,2022,1,13.4906600249066,14938,14431,0.966059713482394
DENIZ HARP OKULU-MALTEPE PERONLAR,7,2022,1,13.883168316831684,34940,33787,0.9670005724098455
DERBENT MAHALLESI- BESIKTAS,7,2022,1,12.855670103092784,1477,1455,0.9851049424509141
DERESEKI /BEYKOZ - KADIKOY,7,2022,1,13.526539278131636,223632,218100,0.975262931959648
DIKILITAS-EMINONU,7,2022,1,13.621508379888269,9395,9052,0.9634912187333688
DRAMAN - BEYAZIT,7,2022,1,13.606540084388186,39589,36823,0.9301321074035717
DRAMAN - EMINONU,7,2022,1,13.617435897435897,70843,65661,0.9268523354459862
DUMLUPINAR / KAZIMKARABEKIR - KADIKOY,7,2022,1,13.262820512820513,20801,20450,0.9831258112590741
DUMLUPINAR-USKUDAR,7,2022,1,13.659329140461216,50490,49626,0.9828877005347594
E.KADIKOY-ADALAR,7,2022,3,14.546161321671526,115368,104291,0.9039855072463768
E.KADIKOY-BESIKTAS,7,2022,3,14.18342151675485,302130,271379,0.8982193095687286
E.KADIKOY-BOGAZ,7,2022,3,8.694444444444445,642,634,0.9875389408099688
EDIRNEKAPI - BESIKTAS,7,2022,1,14.145328719723183,173889,165034,0.9490767098551375
EDIRNEKAPI - TAKSIM,7,2022,1,13.968403074295471,229005,216058,0.9434641165040064
EMINONU - KULAKSIZ,7,2022,1,13.873000940733773,228718,219336,0.9589800540403466
EMINONU -KULAKSIZ,7,2022,1,13.934720908230842,176567,169769,0.9614990343608941
EMINONU-ALIBEYKOY,7,2022,2,13.182036888532478,601388,553496,0.920364224094927
EMINONU-KADIKOY,7,2022,3,13.95,455837,386818,0.8485884208609656
EMINONU-USKUDAR,7,2022,3,14.282752120640906,535759,448312,0.8367792234941457
EMIRGAN - 4.LEVEND METRO,7,2022,1,14.507492507492508,37010,35947,0.9712780329640638
EMNIYET MAHALLESI - UMRANIYE METRO,7,2022,1,12.134328358208956,1796,1732,0.9643652561247216
EMNIYETTEPE - EMINONU,7,2022,1,14.032359081419624,31886,30467,0.9554977105939911
EMNIYETTEPE - HACIOSMAN METRO,7,2022,1,14.047404063205418,7617,7494,0.9838519102008665
EMNIYETTEPE -TAKSIM,7,2022,1,14.25938864628821,174167,168195,0.9657110704094346
EMNIYETTEPE- HAMIDIYE MAH. - BESIKTAS,7,2022,1,14.346368715083798,75553,73827,0.9771551096581208
ENSAR MAHALLESI-IMRAHOR KOYU-CEBECI MAHALLESI,7,2022,1,13.652733118971062,47962,45109,0.9405154080313581
ESATPASA-ATASEHIR-YEDITEPE UNV.,7,2022,1,13.673255813953489,52689,51606,0.97944542504128
ESENEVLER - BULGURLU METRO,7,2022,1,12.0,1034,1027,0.9932301740812379
ESENEVLER-ACIBADEM METROBUS-USKUDAR,7,2022,1,12.681481481481482,3699,3647,0.9859421465260881
ESENKENT - HUZUREVI METRO,7,2022,1,13.65837104072398,12490,12308,0.9854283426741393
ESENKENT BAHCESEHIR - BAKIRKOY,7,2022,1,14.450909090909091,36667,34757,0.9479095644585049
ESENKENT BAHCESEHIR - MECIDIYEKOY,7,2022,1,13.9014598540146,43751,41651,0.9520010971177801
ESENKENT ESENYURT - AVCILAR METROBUS,7,2022,1,13.403441682600382,32895,31358,0.9532755737954096
ESENKENT/BAHCESEHIR - BIRLIK MAHALLESI,7,2022,1,13.426584234930449,30973,29954,0.9671003777483614
ESENLER - TAVSANTEPE METRO/ KARTAL,7,2022,1,14.095297029702971,28170,27255,0.9675186368477103
ESENLER METRO - TAKSIM,7,2022,1,12.337155963302752,11062,10847,0.9805640932923522
ESENLER METRO-AKSARAY MURATPASA,7,2022,1,13.668831168831169,6307,6111,0.9689234184239733
ESENTEPE MAH. - BEYAZIT,7,2022,1,13.650872817955111,243429,232442,0.9548656897904523
ESENYURT -  KIPTAS 4.ETAP - 5.ETAP - AVCILAR METROBUS,7,2022,1,12.7991452991453,28566,27791,0.9728698452706014
ESENYURT DEVLET HASTANESI- TUYAP,7,2022,1,12.3963133640553,4974,4880,0.9811017289907519
ESENYURT INCIRTEPE-AKSARAY,7,2022,1,11.48936170212766,8052,7826,0.9719324391455539
ESKIHISAR-TOPCULAR,7,2022,3,11.544594594594594,53262,41871,0.7861327024895798
EVREN MAHALLESI-YENIMAHALLE METRO-GUNESLI (RING),7,2022,1,13.767175572519085,121479,118128,0.9724149853061023
EVTAS BLOKLARI - UMRANIYE METRO / U.EGT.ARS.HASTAN,7,2022,1,13.508387096774191,20059,19567,0.9754723565481829
EYUP - PIYERLOTI,7,2022,2,14.589641434262948,177146,89249,0.5038160613279442
EYUP UCSEHITLER-TAKSIM,7,2022,1,12.830097087378642,3250,3141,0.9664615384615385
EYUPSULTAN-VEZNECILER,7,2022,1,13.890784982935154,297427,278721,0.9371072565705199
FATIH SULTAN KARAYOLLARI-SISLI,7,2022,1,13.31439894319683,10033,9871,0.9838532841622645
FATIH SULTAN MEHMET - BESIKTAS,7,2022,1,15.493333333333334,1587,1517,0.9558916194076874
FATIH SULTAN MEHMET - KABATAS,7,2022,1,14.16378525932666,139505,136424,0.9779147700799254
FATIH SULTAN MEHMET- SISLI,7,2022,1,14.292920353982302,125696,123267,0.9806755982688391
FENERTEPE PERONLAR - BASAKSEHIR - BAHCESEHIR,7,2022,1,13.98989898989899,12911,12501,0.9682441329099217
FENERTEPE PERONLAR - BIRLIK MAHALLESI,7,2022,1,13.81122448979592,2505,2443,0.975249500998004
FENERTEPE PERONLAR/BASAKSEHIR - YENIBOSNA METRO,7,2022,1,13.372013651877133,26327,25874,0.9827933300414023
FENERTEPE PERONLAR/BASAKSEHIR-AVCILAR,7,2022,1,13.572144288577157,35562,33902,0.9533209605758957
FENERTEPE-BASAKSEHIR METROKENT,7,2022,1,13.921052631578949,80986,77203,0.9532882226557676
FENERTEPE-YENIBOSNA METRO,7,2022,1,13.854855923159018,38478,37437,0.972945579292063
FERHATPASA-SOYAK YENISEHIR,7,2022,1,13.09375,2569,2535,0.9867652783184119
FERHATPASA–UMRANIYEMETRO-CAMLICACAMII,7,2022,1,14.235727440147327,182757,176655,0.9666114020256406
FERIKOY - EMINONU,7,2022,1,13.99443413729128,184390,171421,0.9296653831552687
FERIKOY-YENIKAPI,7,2022,1,12.032967032967033,4119,4042,0.9813061422675406
FETIH MAH.-HARACCI-CEBECI,7,2022,1,13.901477832512317,21262,20370,0.9580472203931897
FINDIKLI MAH.- BOSTANCI,7,2022,1,13.932584269662922,2245,2212,0.9853006681514477
FINDIKLI MAHALLESI - KOZYATAGI,7,2022,1,13.01015228426396,8352,8245,0.9871886973180076
FLORYA-BAKIRKOY,7,2022,1,12.605797101449276,10181,9896,0.9720066791081426
FLORYA-TAKSIM,7,2022,1,14.212410501193318,7174,6913,0.9636186228045721
FULYA MAHALLESI-EMINONU,7,2022,1,13.616236162361623,9447,8890,0.9410394834338943
FULYA/SISLI - KABATAS,7,2022,1,13.522613065326633,3828,3668,0.9582027168234065
G.O.PASA FIZIK TED.HST-KOCATEPE METRO,7,2022,1,13.728085867620752,70001,66573,0.9510292710104141
GAYRETTEPE - EMINONU,7,2022,1,13.421578421578422,46344,43031,0.9285128603486967
GAZIOSMANPASA - BESIKTAS,7,2022,1,14.044954128440368,90388,87204,0.9647740850555383
GAZIOSMANPASA - EMINONU,7,2022,1,13.835222319093289,272109,254490,0.9352502122311279
GAZIOSMANPASA - SISLI,7,2022,1,14.135206321334504,307109,295978,0.9637555395641287
GAZIOSMANPASA - VEZNECILER,7,2022,1,13.01043841336117,7786,7521,0.9659645517595684
GAZIOSMANPASA -TAKSIM,7,2022,1,13.58852867830424,364380,347711,0.9542538009770021
GAZIOSMANPASA-MECIDIYEKOY,7,2022,1,14.536340852130326,16551,16156,0.9761343725454655
GIYIMKENT - T.REIS - EMINONU,7,2022,1,14.256455921638468,77043,73684,0.9564009708863881
GIYIMKENT - T.REIS - MECIDIYEKOY,7,2022,1,13.9519427402863,35645,34542,0.9690559685790433
GIYIMKENT / FATIH MAHALLESI - KUYUMCUKENT,7,2022,1,13.76908023483366,110438,107574,0.974066897263623
GIYIMKENT-ESENLER-ZEYTINBURNU METRO,7,2022,1,12.961538461538462,301,291,0.9667774086378738
GIYIMKENT-TURGUT REIS-BAKIRKOY,7,2022,1,14.47985347985348,79741,77073,0.9665416786847418
GIYKOOP - BIRLIK MAH - EMINONU,7,2022,1,14.1028880866426,74983,71820,0.9578171052105143
GOKTURK - HACIOSMAN METRO,7,2022,1,13.855113636363637,15061,14531,0.9648097735874112
GOKTURK KOYU-4. LEVENT METRO ,7,2022,1,13.936150234741785,74160,72301,0.9749325782092773
GOKTURK-EMINONU,7,2022,1,14.440508628519527,83747,80103,0.9564879935997708
GOKTURK-PIRINCCIKOY-MESCIDI SELAM,7,2022,1,13.268414481897628,13160,12755,0.9692249240121581
GOLLU/OMERLI-UMRANIYE,7,2022,1,14.91812865497076,8460,8179,0.9667848699763594
GOZDAGI MAH.-KARTAL METRO-CEVIZLI,7,2022,1,12.764705882352942,2646,2606,0.9848828420256992
GOZTEPE MAH. - BAKIRKOY,7,2022,1,14.010416666666666,54672,52947,0.9684482001755926
GOZTEPE MAHALLESI - BEYAZIT,7,2022,1,14.077854671280276,208379,197149,0.9461078131673537
GULBAG - EMINONU,7,2022,1,13.555666003976144,86501,79682,0.9211685414041456
GULENSU MAHALLESI - HUZUREVI METRO,7,2022,1,13.761814744801512,40277,39576,0.9825955259825707
GULTEPE - SISLI,7,2022,1,13.57603305785124,220899,214533,0.9711813996441813
GUNESLI - BEYAZIT,7,2022,1,13.324433656957927,723630,694191,0.9593176070643837
GUNESLI BASIN TESISLERI - BAKIRKOY,7,2022,1,13.944162436548224,25074,24348,0.9710457047140464
GUNESLI-EMINONU,7,2022,1,13.467489711934157,243480,227270,0.9334236898307869
GUNESLI-MECIDIYEKOY,7,2022,1,13.567880794701988,265169,254279,0.958931851008225
GUNESTEPE-TAKSIM,7,2022,1,13.868705035971225,140306,134694,0.9600017105469474
GURPINAR –  AVCILAR METROBUS,7,2022,1,13.788,50291,48693,0.9682249309021494
GURPINAR- TUYAP METROBUS,7,2022,1,13.130841121495328,5091,5016,0.985268120212139
GURPINAR– AVCILAR METROBUS,7,2022,1,13.25521669341894,224965,212315,0.9437690307381148
GUVERCINTEPE MAH-KAYASEHIR-BASAKSEHIR,7,2022,1,13.747919143876338,32547,31325,0.9624542968629981
GUVERCINTEPE-OLIMPIYATKOY METRO,7,2022,1,13.702702702702704,108008,105719,0.9788071253981186
GUVERCINTEPE/FENERTEPE-EMINONU,7,2022,1,13.309417040358744,18403,17942,0.9749497364560126
GUZELTEPE - EMINONU,7,2022,1,14.190832553788589,83392,79777,0.9566505180353031
GUZELTEPE-USKUDAR,7,2022,1,14.185096153846152,7877,7739,0.9824806398375016
GUZELYALI - TUZLA DEVLET HST.,7,2022,1,11.686440677966102,1112,1097,0.9865107913669064
HACI OSMAN METRO -  RUMELI FENERI,7,2022,1,13.650542118432028,144069,140295,0.9738042188118193
HACI OSMAN METRO - KILYOS,7,2022,1,13.768261964735515,211278,203393,0.9626795028351272
HACI OSMAN METRO - KISIRKAYA,7,2022,1,13.791525423728814,219853,211651,0.9626932541288952
HACI OSMAN METRO-Y.EMRE-UYUM SITESI,7,2022,1,14.05243445692884,44521,43127,0.9686889333123695
HACIOSMAN METRO-FERAHEVLER,7,2022,1,13.937673130193906,12807,12458,0.9727492777387367
HACIOSMAN METRO-KOCTAS,7,2022,1,14.085714285714284,67215,65893,0.9803317711820279
HACIOSMAN METRO-SARIYER,7,2022,1,13.37246963562753,18288,17640,0.9645669291338582
HACIOSMAN METRO-SARIYER-KOC UNV.,7,2022,1,14.00843373493976,15079,14766,0.9792426553484979
HACIOSMAN METRO-TUNEL-SARIYER,7,2022,1,14.067594433399602,21642,20811,0.9616024397005822
HACIOSMAN-SARIYER - ISTANBUL HAVALIMANI,7,2022,1,13.01118568232662,5625,5421,0.9637333333333333
HADIMKOY KIPTAS 3. ETAP / KELEBEKLER VADISI-BAHCESEHIR,7,2022,1,13.853333333333332,1150,1103,0.9591304347826087
HADIMKOY MESCIDISELAM,7,2022,1,13.589928057553957,50623,48667,0.9613614365011951
HADIMKOY TOKI-BAYRAMPASA METRO,7,2022,1,13.63731343283582,76925,73129,0.9506532336691583
HADIMKOY- I.U AVCILAR KAMPUS,7,2022,1,12.89351851851852,456296,425797,0.9331596156880622
HADIMKOY- YENIBOSNA METRO,7,2022,1,13.14010989010989,11029,10537,0.9553903345724907
HALIC,7,2022,3,13.601973684210526,203543,177269,0.8709167104739539
HALKALI - GEBZE,7,2022,2,13.09350237717908,14412638,13441468,0.9326167770258297
