line,month,year,transport_type_id,transition_hour,number_of_passage,number_of_passenger,intensity
SULTANBEYLI - YAMANEVLER METRO,6,2022,1,13.987974098057354,106208,104755,0.9863192979813197
SULTANBEYLI ALTINTEPE - UMRANIYE,6,2022,1,14.06183745583039,474604,462256,0.973982520164179
SULTANBEYLI DEV.HST-PENDIK METRO/YHT,6,2022,1,13.848748639825898,31970,31480,0.9846731310603691
SULTANBEYLI DEV.HST.-MARMARA UNI. BASIBUYUK KAMP.,6,2022,1,12.938650306748466,17600,17304,0.9831818181818182
SULTANBEYLI GOLET-HAREM USKUDAR,6,2022,1,13.258520365752286,323568,315996,0.976598427533007
SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,6,2022,1,13.968253968253968,322609,315661,0.978463093094117
SULTANBEYLI UZUNDERE - UZUNCAYIR METROBUS,6,2022,1,13.851811196487375,52552,51917,0.987916730095905
SULTANBEYLI YENI DEVLET HST.-SULTANBEYLI MERKEZ,6,2022,1,13.649867374005304,25863,25251,0.9763368518733325
SULTANBEYLI(GOLET)- KADIKOY,6,2022,1,13.951263537906136,152837,149518,0.9782840542538783
SULTANBEYLI(M.SINAN)-ADLIYE-KARTAL DEV.HST,6,2022,1,13.489415749364944,567378,550280,0.969864887253295
SULTANBEYLI-BOSTANCI,6,2022,1,13.147403685092128,30377,30044,0.9890377588306942
SULTANBEYLI-KOZYATAGI METRO,6,2022,1,13.80778588807786,57025,56285,0.98702323542306
SULTANBEYLI-MECIDIYEKOY,6,2022,1,13.166392092257002,566259,553566,0.9775844622337129
SULTANBEYLI-METRO -CEVIZLI,6,2022,1,13.14419695193435,40005,39341,0.9834020747406574
SULTANBEYLI-UMRANIYE,6,2022,1,13.321039396479463,252633,246159,0.9743738941468454
SULTANBEYLI-UZUNCAYIR METROBUS-HAREM,6,2022,1,13.535754824063565,30190,29709,0.9840675720437231
SULTANBEYLI-UZUNDERE-KARTAL,6,2022,1,14.269410664172124,66808,65380,0.9786253143336128
SULTANBEYLI-YAKACIK-KARTAL,6,2022,1,14.194594594594594,295555,286940,0.9708514489688891
SULTANBYLI-ORMAN CAD.-UMRANIYE,6,2022,1,13.143308746048472,45443,44704,0.9837378694188323
SULTANGAZI PERON-BESIKTAS,6,2022,1,13.675062972292192,13684,13553,0.9904267757965507
SULTANIYE - SOGUKSU MAH. - MECIDIYEKOY,6,2022,1,13.698581560283689,185533,182563,0.9839920661014483
SULTANIYE-DUDULLU IMES,6,2022,1,13.649261083743845,54247,53647,0.9889394805242686
SULTANMURAT-KADIKOY,6,2022,1,13.72761545711593,127045,125439,0.9873588098705183
TAKSIM - KABATAS,6,2022,2,13.99090909090909,468506,400984,0.8558780463857453
TARABYAUSTU - KABATAS,6,2022,1,13.621134020618555,298340,293338,0.9832338942146545
TARABYAUSTU-DARUSAFAKA-ISTINYE,6,2022,1,13.014869888475836,6065,5983,0.986479802143446
TARABYAUSTU-FREAHEVLER-ISTINYE ISKELE,6,2022,1,14.033500837520938,11741,11610,0.9888425176731113
TASDELEN- YAMANEVLER METRO,6,2022,1,13.166666666666666,24435,24122,0.9871905054225496
TASDELEN-IMES-UMRANIYE-BEREKET SITESI,6,2022,1,13.643530419880037,614457,599357,0.9754254569481673
TASDELEN-KADIKOY,6,2022,1,14.161838161838162,91761,90536,0.9866501018951407
TASDELEN-UMRANIYE-SANTRAL,6,2022,1,11.359447004608295,2581,2538,0.9833397907787679
TASOLUK - TEKSTILKENT METRO,6,2022,1,13.765840220385677,57518,56018,0.9739212072742446
TASOLUK PERONLARI-KAYASEHIR-SEFAKOY-KARTALTEPE,6,2022,1,13.922722029988464,24874,24168,0.9716169494251026
TASOLUK-ARNAVUTKOY-YENIKAPI,6,2022,1,7.593023255813954,2163,2133,0.986130374479889
TASOLUK-CEBECI MAH.,6,2022,1,13.700970873786408,114560,110623,0.9656337290502793
TASOLUK-FENERTEPE-METROKENT,6,2022,1,14.21408966148216,136313,131115,0.9618671733437016
TEKKE MEVKII - USKUDAR,6,2022,1,13.938223938223938,28595,28226,0.9870956460919741
TEPEKENT - I.U. AVCILAR KAMPUSU,6,2022,1,13.610478359908884,37605,36697,0.9758542746975136
TEPEKENT-HAREMIDERE,6,2022,1,13.5135593220339,109533,106415,0.9715336930422795
TEPEOREN-KARTAL METRO,6,2022,1,13.769312169312167,49439,48626,0.983555492627278
TEPEOREN-TUZLA,6,2022,1,13.824544582933845,210774,203160,0.9638759998861339
TEPEUSTU-AKSARAY,6,2022,1,14.253867151956324,209803,204208,0.973332125851394
TEPEUSTU-MALTEPE METRO/CEVIZLI PERONLAR,6,2022,1,12.367647058823527,19492,19343,0.9923558382926329
TEPEUSTU-MECIDIYEKOY,6,2022,1,14.0,126515,124612,0.9849583053392879
TEPEUSTU-SILE,6,2022,1,13.071984435797663,48973,47664,0.9732709860535397
TOKATKOY - KADIKOY,6,2022,1,14.055608820709493,65977,65145,0.9873895448413841
TOKATKOY - USKUDAR,6,2022,1,13.662878787878787,36142,35480,0.9816833600796857
TOKATKOY-BEYKOZ-UMRANIYE.DEV.HST,6,2022,1,13.823142050799625,364199,356815,0.9797253699213891
TOKATKOY-CAVUSBASI,6,2022,1,13.48238482384824,20854,20460,0.981106742111825
TOKI AYAZMA-AYMA KOOP.-YENIKAPI,6,2022,1,14.194218608852756,233977,226799,0.9693217709432979
TOPKAPI - BESIKTAS,6,2022,1,14.30867579908676,138141,132727,0.9608081597787768
TOPKAPI - GOKTURK,6,2022,1,13.743500866551129,310019,303670,0.9795206100271273
TOPKAPI-HABIBLER,6,2022,2,13.063621533442088,5086881,4917921,0.966785147912837
TOPKAPI-KAZLICESME,6,2022,1,14.177509293680297,71395,70094,0.9817774353946355
TUNEL,6,2022,2,14.072375127421,334128,297983,0.8918228942201791
TURGUTREIS - EMINONU,6,2022,1,13.516877637130802,20627,20308,0.9845348329858923
TURGUTREIS – MECIDIYEKOY,6,2022,1,12.577205882352942,6174,6136,0.9938451571104633
TURK ALMAN UNV.-KAVACIK/KUCUKSU,6,2022,1,13.84811237928007,294648,288895,0.9804750074665364
TUYAP METROBUS - K.S.S. HASTANESI,6,2022,1,13.381909547738694,37486,36530,0.9744971456010244
TUYAP-GUMUSYAKA,6,2022,1,13.551282051282053,114140,109798,0.9619589977220957
TUZLA -KARTAL METRO,6,2022,1,14.071833648393197,102368,100930,0.9859526414504532
TUZLA DENIZ HARP OKULU-KARTAL METRO-CEVIZLI,6,2022,1,13.772815533980582,85534,84425,0.9870343956789113
TUZLA EMLAK KONUTLARI - SULTANBEYLI,6,2022,1,12.104026845637584,6117,6060,0.9906817067189799
TUZLA EMLAK KONUTLARI-TAVSANTEPE METRO,6,2022,1,13.168949771689498,14631,14431,0.9863303943681225
TUZLA ORGANIZE SANAYI - KAFKALE TUZLA SAHIL,6,2022,1,12.1183879093199,9948,9819,0.9870325693606755
TUZLA-AYDINLI TOKI KONUTLARI,6,2022,1,12.777027027027026,7235,7155,0.9889426399447132
TUZLA-EVORA KONUTLARI -  CEVIZLI,6,2022,1,12.916805324459236,19028,18757,0.9857578305654825
TUZLA-TOPKAPI,6,2022,1,12.686119873817034,1100184,1075088,0.9771892701584463
U.MUMCU-SOGANLIK METRO,6,2022,1,13.469194312796208,43955,43698,0.9941531111363895
UCUNCU HAVAALANI-MECIDIYEKOY,6,2022,1,13.406827880512092,8812,8607,0.9767362687244666
UGURMUMCU-ESENKENT METRO,6,2022,1,14.063594470046082,64328,63168,0.9819674169879368
UGURMUMCU-GUMUSPINAR- KARTAL,6,2022,1,13.604422604422604,9684,9513,0.9823420074349443
UGURMUMCU-KARTAL,6,2022,1,13.51552795031056,5866,5780,0.9853392430958063
UGURMUMCU-KARTAL-YAKACIK,6,2022,1,13.96484375,179899,174566,0.9703555884134987
UGURMUMCU-YAKACIK METRO - PENDIK,6,2022,1,12.844827586206897,3675,3626,0.9866666666666667
ULUS MAHALLESI - KABATAS,6,2022,1,15.82439024390244,3728,3668,0.9839055793991416
UMR.DEVLET HST.-C.BASI-KAVACIK,6,2022,1,13.720616570327554,120757,118407,0.9805394304263935
UMRANIYE DEV.HAST-CAKMAK MAH-ATASEHIR-USTBOSTANCI,6,2022,1,13.563512361466326,702597,688287,0.9796327055196649
UMRANIYE DEV.HAST-KUPLUCE-HAVUZBASI NATO YOLU,6,2022,1,12.846153846153848,14487,14388,0.9931662870159453
UMRANIYE-ESATPASA-GOZTEPE,6,2022,1,10.248945147679326,5972,5924,0.9919624916275954
UMRANIYE-OMERLI-(HUSEYINLI KOYU),6,2022,1,13.09688581314879,41124,40099,0.9750753817722011
UMRANIYE-USTBOSTANCI,6,2022,1,13.549319727891156,239216,235128,0.9829108420841415
USKUDAR-ALEMDAR,6,2022,1,13.516326530612243,151334,148900,0.9839163704124652
USKUDAR-ALTBOSTANCI,6,2022,1,14.125,44837,44291,0.9878225572629747
USKUDAR-ATAKENT,6,2022,1,12.666666666666666,7974,7893,0.989841986455982
USKUDAR-BEYKOZ,6,2022,1,13.5895008605852,304102,297946,0.9797567921289567
USKUDAR-BOGAZ,6,2022,3,13.378151260504202,18930,18059,0.9539883782356049
USKUDAR-BULGURLU MAHALLESI,6,2022,1,13.599732262382863,19246,19005,0.9874779174893484
USKUDAR-CAVUSBASI/ KARANLIKDERE,6,2022,1,13.85501489572989,75140,73960,0.9842959808357732
USKUDAR-CEKMEKOY,6,2022,2,12.753164556962023,6851882,6708341,0.9790508651491663
USKUDAR-EMINONU,6,2022,3,13.798994974874372,484933,440759,0.9089070036479266
USKUDAR-EMNIYET MAHALLESI,6,2022,1,13.52996254681648,89314,87383,0.9783796493270932
USKUDAR-ESATPASA,6,2022,1,12.787755102040816,4177,4142,0.9916207804644481
USKUDAR-FINDIKLI MAHALLESI,6,2022,1,14.17636526410027,317994,312037,0.9812669421435625
USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,6,2022,1,13.376787216148024,685906,669105,0.9755053899513928
USKUDAR-HEKIMBASI,6,2022,1,13.497093023255816,57269,56243,0.9820845483594964
USKUDAR-INKILAP MAH.,6,2022,1,13.69039548022599,30394,30076,0.9895374086990854
USKUDAR-KAVACIK-YENICAMII,6,2022,1,16.379310344827587,933,916,0.9817792068595927
USKUDAR-KIRAZLITEPE-FERAH MAH.,6,2022,1,13.4006734006734,213166,203031,0.9524548943077226
USKUDAR-MUSTAFA KEMAL MAH. YENISEHIR,6,2022,1,13.466517857142858,39675,39063,0.9845746691871455
USKUDAR-ORTAKOY,6,2022,3,13.57255520504732,6995,6785,0.9699785561115082
USKUDAR-RASATHANE,6,2022,1,13.357293868921776,59876,59025,0.9857872937403969
USKUDAR-S.GAZI EMEK MAH,6,2022,1,13.150921658986174,29143,28757,0.9867549668874173
USKUDAR-SENEVLER,6,2022,1,13.616374269005847,41421,40882,0.9869872769851041
USKUDAR-SOFULAR KOYU,6,2022,1,13.248868778280542,12422,12098,0.9739172436000644
USKUDAR-SOGUKSU MAHALLESI,6,2022,1,14.050046339202966,126393,124205,0.9826889147342021
USKUDAR-SULTANMURAT MAH,6,2022,1,14.158163265306122,55900,55156,0.9866905187835421
USKUDAR-TUFAN MAHALLESI,6,2022,1,13.83984375,41355,40835,0.9874259460766533
USKUDAR-TURKIS BLOKLARI,6,2022,1,13.81896551724138,53587,52970,0.9884860133987721
USKUDAR-UNALAN MAHALLESI,6,2022,1,13.33008658008658,57178,56252,0.983804959949631
USKUDAR-USKUDAR DEVLET HASTANESI,6,2022,1,13.038461538461538,25776,25387,0.9849084419615146
USKUDAR-YAVUZTURK MAHALLESI,6,2022,1,14.213471502590671,81335,80189,0.9859101247925247
USKUDAR-YENI MAHALLE,6,2022,1,13.663092046470062,107135,105372,0.9835441265692817
USTBOSTANCI-TAKSIM,6,2022,1,13.13896218117854,83067,80934,0.9743219328975405
UZUNDERE-KOZYATAGI,6,2022,1,13.976138828633406,31393,30962,0.9862708247061447
V.KARANI-YAKACIK-KARTAL,6,2022,1,13.81238447319778,108712,106694,0.9814371918463463
VEYSEL KARANI / SAMANDIRA - KOZYATAGI METRO,6,2022,1,12.54070981210856,31085,30797,0.9907350812288885
VEYSEL KARANI MAH.- 4.LEVENT METRO,6,2022,1,13.317965023847377,20780,20582,0.9904716073147257
VEYSEL KARANI-METRO-CEVIZLI,6,2022,1,12.88,44162,43490,0.9847832978578869
VEYSEL KARANI-SAMANDIRA-KADIKOY,6,2022,1,14.03771849126035,67047,65698,0.9798797858218862
VEYSEL KARANI/ FATIH MAH. - KADIKOY,6,2022,1,13.744877049180328,42930,42171,0.9823200559049615
VEZNECILER - SISLI,6,2022,1,13.745796241345202,139058,135008,0.9708754620374233
VEZNECILER- YAYLA MAHALLESI,6,2022,1,13.901624548736462,153167,148243,0.967852083020494
Y.KADIKOY-EMINONU,6,2022,3,12.95542949756888,267278,243242,0.9100711618614327
Y.KADIKOY-KABATAS,6,2022,3,13.552677029360968,73322,66799,0.9110362510569815
Y.TEPE UNV.- ATASEHIR- TAKSIM,6,2022,1,13.02290076335878,8038,7949,0.988927593928838
YALIKOY-CATALCA,6,2022,1,13.43796992481203,34281,32707,0.9540853534027596
YASIOREN-ARNAVUTKOY,6,2022,1,13.691881918819188,7692,7308,0.9500780031201248
YAVUZTURK MAH.-UMRANIYE-EMEK MAH.,6,2022,1,12.652263374485596,17611,17405,0.9883027653171313
YAVUZTURK MAHALLESI-UMRANIYE METRO,6,2022,1,8.166666666666666,1626,1618,0.995079950799508
YAYALAR MAH.-MARMARA UNIV.HST.-KARTAL METRO,6,2022,1,13.145790554414784,14655,14512,0.9902422381439782
YEDIKULE - EMINONU,6,2022,1,10.28695652173913,3178,3141,0.9883574575204531
YEDIKULE - TAKSIM,6,2022,1,13.805182341650672,178798,173410,0.9698654347364064
YEDITEPE UNIV./FINDIKLI MAHALLESI - KOZYATAGI METRO,6,2022,1,8.96694214876033,3341,3318,0.9931158335827597
YEDITEPE UNV-FINDIKLI MAH-MALTEPE-CEVIZLI,6,2022,1,13.866419294990724,152022,149346,0.9823972846035443
YENI MAHALLE-KADIKOY,6,2022,1,12.975308641975309,5713,5676,0.9935235427971294
YENIBOSNA (KUYUMCUKENT) - BAKIRKOY,6,2022,1,13.985739750445632,290926,283029,0.9728556402659095
YENIBOSNA (KUYUMCUKENT) - EMINONU,6,2022,1,13.84608208955224,117862,113866,0.966095942712664
YENIBOSNA (KUYUMCUKENT) - YENIKAPI,6,2022,1,13.502559726962458,290902,282713,0.9718496263346419
YENIBOSNA METRO - EMINONU,6,2022,1,13.741427247451345,148080,143660,0.9701512695840087
YENIBOSNA METRO - IKITELLI OSB - BASAKSEHIR METROKENT,6,2022,1,12.26056338028169,4736,4710,0.9945101351351351
YENIBOSNA METRO-ARNAVUTKOY,6,2022,1,13.774535809018568,112073,108273,0.9660935283252879
YENIBOSNA METRO-KAZLICESME,6,2022,1,14.169617893755824,66841,65453,0.9792343022994868
YENIBOSNA METRO-KUYUMCUKENT,6,2022,1,13.202054794520548,65228,64542,0.9894830440914945
YENIBOSNA METRO-YESILKOY-AKVARYUM,6,2022,1,12.791015625,14246,14008,0.9832935560859188
YENIBOSNAMETRO-TAKSIM,6,2022,1,13.94575678040245,245344,238538,0.9722593582887701
YENIDOGAN - AYRILIKCESME,6,2022,1,13.501002004008017,104789,103472,0.9874318869346973
YENIDOGAN - KAYISDAGI,6,2022,1,13.268041237113405,52585,51790,0.984881620233907
YENIDOGAN - MECIDIYEKOY,6,2022,1,13.494496189669771,352245,345609,0.9811608397564195
YENIDOGAN PERONLAR/ ADIL MAH. - CEVIZLI,6,2022,1,12.77777777777778,13707,13592,0.9916101262128839
YENIDOGAN-ALTUNIZADE METROBUS,6,2022,1,13.098081023454158,95417,93964,0.9847721055996311
YENIDOGAN-AYRILIKCESME,6,2022,1,14.418181818181818,76158,74839,0.9826807426665616
YENIDOGAN-KOZYATAGI METRO,6,2022,1,13.105128205128205,12263,12166,0.9920900269102177
YENIDOGAN-MARMARA UNIVERSITESI BASIBUYUK KAMPUSU,6,2022,1,13.895061728395062,20558,20148,0.9800564257223465
YENIDOGAN-SAMANDIRA-KADIKOY,6,2022,1,13.385204081632653,30179,29701,0.9841611716756685
YENIDOGAN-SAMANDIRA-USKUDAR,6,2022,1,14.257978723404255,20449,20164,0.9860628881607902
YENIDOGAN-SULTANBEYLI,6,2022,1,13.219158200290275,22863,22376,0.9786992083278659
YENIDOGAN-TASDELEN-YAMANEVLER METRO,6,2022,1,13.490729295426451,24404,24085,0.9869283723979676
YENIDOGAN-TOPKAPI KALEICI,6,2022,1,13.350420168067227,193585,190042,0.981697962135496
YENIDOGAN-USKUDAR,6,2022,1,13.378277153558052,4453,4436,0.9961823489782169
YENIDOGAN/ATASEHIR - KADIKOY,6,2022,1,14.87847222222222,8844,8670,0.980325644504749
YENIKAPI - HACIOSMAN,6,2022,2,12.681603773584904,13752210,13195736,0.9595356673581918
YENIKAPI - HAVALIMANI,6,2022,2,12.71845425867508,10783103,10365613,0.9612829442508339
YENIKAPI - SISLI,6,2022,1,14.293636363636365,248303,240210,0.9674067570669705
YENIKOY-BEYKOZ,6,2022,3,14.720461095100864,35936,35073,0.9759850845948352
YENIKOY-KARABURUN-MESCIDI SELAM,6,2022,1,13.88740458015267,127543,121178,0.9500952619900739
YENIMAHALLE METRO-ZEYTINBURNU,6,2022,1,13.11111111111111,25668,25471,0.9923250740221288
YENISEHIR- PENDIK METRO / PENDIK YHT,6,2022,1,14.32377428307123,114519,112262,0.9802914800164165
YENISEHIR-KARTAL METRO,6,2022,1,14.2557497700092,133683,131024,0.9801096624103289
YENISEHIR-MARMARA UNI.-KARTAL METRO/CEVIZLI PERONLAR,6,2022,1,14.143120960295477,192601,188387,0.9781205705058644
YENISEHIR-PENDIK METRO,6,2022,1,13.45774647887324,5820,5798,0.9962199312714777
YESILBAGLAR-CEVIZLI,6,2022,1,14.180473372781066,82886,80957,0.9767270709166808
YESILKENT - AVCILAR METROBUS,6,2022,1,14.202370100273471,325163,315293,0.9696459929327752
YESILKENT MAH. - CUMHURIYET MAH. METROBUS,6,2022,1,13.260714285714286,9949,9817,0.9867323349080309
YESILKENT- AVCILAR METROBUS,6,2022,1,13.959649122807017,281928,272219,0.965562129337987
YESILKOY - TAKSIM,6,2022,1,14.138686131386862,206817,200674,0.9702974126885121
YESILKOY – TAKSIM ,6,2022,1,11.651162790697674,3142,3099,0.9863144493952897
YESILPINAR - GOKTURK,6,2022,1,12.798561151079136,15885,15669,0.9864022662889519
YESILPINAR - SISLI,6,2022,1,14.131805157593124,67198,66151,0.9844191791422364
YESILPINAR - VEZNECILER,6,2022,1,13.830553116769096,185262,180503,0.9743120553594369
YESILPINAR - YENIKAPI,6,2022,1,13.945921985815604,107098,104501,0.9757511811611794
YESILPINAR MAH.EMINONU,6,2022,1,14.1978221415608,179523,172823,0.9626788768013013
YESILPINAR-4.LEVENT-ZINCIRLIKUYU METROBUS,6,2022,1,13.8005249343832,178397,174893,0.9803584140988918
YESILPINAR-BAKIRKOY,6,2022,1,14.199640287769784,218971,214237,0.9783806988139983
YESILPINAR-EMINONU,6,2022,1,14.259602649006622,20363,19800,0.9723518145656338
YESILPINAR-OTOGAR,6,2022,1,14.147086914995224,61818,60253,0.9746837490698502
YESILPINAR/YILDIZTABYA-EYUP,6,2022,1,11.25,359,348,0.9693593314763231
YESILTEPE-CEKMEKOY-KARTAL,6,2022,1,13.412280701754383,31999,31457,0.983061970686584
YESILTEPE-MARMARA EGITIM KOYU,6,2022,1,13.71072319201995,13242,13088,0.9883703368071288
YUNUS EMRE - ESENTEPE - TEKSTILKENT,6,2022,1,13.98826597131682,13446,13207,0.9822251970846348
YUNUS EMRE MAHALLESI - BASAKSEHIR METROKENT,6,2022,1,13.734,177155,173755,0.9808077672095058
YUNUS EMRE MAHALLESI - BEYAZIT,6,2022,1,14.174193548387096,130702,127560,0.9759605820874967
YUNUS EMRE MAHALLESI - EMINONU,6,2022,1,13.828345070422536,143271,137910,0.9625814016793349
YUNUS EMRE MAHALLESI-TOPKAPI,6,2022,1,14.042573320719017,139402,136804,0.9813632516032769
YUNUS EMRE MAHALLESI-VEZNECILER,6,2022,1,13.53595890410959,408460,397564,0.9733241933114626
YUNUS EMRE MAHALLESI-YENIKAPI,6,2022,1,14.210909090909093,105670,103376,0.978290905649664
YUNUS EMRE MAHALLESI. - SISLI,6,2022,1,13.494458653026427,212779,208386,0.9793541655896494
YUNUSEMRE MAH.-BARAJ YOLU-SISLI,6,2022,1,13.599783080260304,119006,117083,0.9838411508663428
YUZYIL MAH. - BAKIRKOY,6,2022,1,14.382978723404255,104255,101881,0.977228909884418
YUZYIL MH.-EMINONU,6,2022,1,14.189320388349516,58299,56002,0.9605996672327141
ZEYTINBURNU - BEYAZIT,6,2022,1,13.48170128585559,73751,71683,0.9719597022413256
ZEYTINBURNU - MECIDIYEKOY,6,2022,1,13.71317157712305,379287,370550,0.9769646731894317
ZEYTINBURNU-EMINONU,6,2022,1,13.813320825515948,158791,154069,0.9702627982694233
ZEYTINBURNU-KAZLICESME,6,2022,1,14.386407766990292,47447,46891,0.988281661643518
ZEYTINBURNU-TAKSIM,6,2022,1,13.431952662721894,360851,347283,0.9623999933490555
ZINCIRLIDERE-SISLI,6,2022,1,9.433962264150944,5198,5149,0.9905732974220854
ZINCIRLIKUYU-SOGUTLUCESME,6,2022,1,10.832179930795848,10018,9740,0.9722499500898383
ZUBEYDE HANIM MAHALLESI - HABIBLER MERKEZ MAHALLESI,6,2022,1,12.2,3148,3131,0.9945997458703939
ZUBEYDE HANIM MAHALLESI-BEYAZIT,6,2022,1,13.927654609101516,38453,37892,0.985410761188984
ZUMRUTEVLER - HUZUREVI-MALTEPE,6,2022,1,13.679065743944635,300948,296632,0.9856586519930354
 EMINONU-OKMEYDANI,7,2022,1,13.864232209737828,81689,75488,0.9240901467761877
 KARTAL-AYDOS HILAL KONUTLARI,7,2022,1,14.197458455522971,83312,79953,0.9596816785096984
A.YESEVI MAH-UMRANIYE,7,2022,1,13.409356725146198,27720,27056,0.976046176046176
ACARLAR SITESI / ATASEHIR - USKUDAR,7,2022,1,13.67142857142857,19999,19647,0.9823991199559978
ADA TAKSI,7,2022,1,12.775193798449612,54384,53679,0.9870366284201235
ADALAR,7,2022,3,14.14095744680851,760434,662193,0.8708093010044264
ADALAR-BOSTANCI,7,2022,3,12.977477477477477,76859,68591,0.8924263911838561
ADALAR-KABATAS,7,2022,3,12.643759873617691,443423,363188,0.819055394059397
ADEM YAVUZ - IHLAMURKUYU METRO,7,2022,1,7.471698113207547,921,916,0.99457111834962
ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,7,2022,1,13.277643260694107,604744,586714,0.9701857314830739
AGACLI KOYU-KEMERBURGAZ,7,2022,1,13.848575712143928,9446,9113,0.9647469828498836
AKCABURGAZ-I.U.AVCILAR KAMPUSU,7,2022,1,13.972584856396868,20261,19519,0.9633779181679087
AKFIRAT-KARTAL,7,2022,1,13.801084990958408,202584,192264,0.9490581684634521
AKPINAR KOYU-ARNAVUTKOY PERONLAR,7,2022,1,13.630242825607064,26568,25147,0.9465146040349293
AKSEMSETTIN  - SISLI,7,2022,1,14.40132827324478,51194,49740,0.9715982341680666
AKSEMSETTIN - VEZNECILER,7,2022,1,13.173913043478262,2117,2075,0.9801606046291923
AKSEMSETTIN MAH. - EMINONU,7,2022,1,13.57578646329838,95200,89371,0.9387710084033614
AKSEMSETTIN MAHALLESI -  YENIKAPI,7,2022,1,14.397536394176932,26783,26020,0.9715117798603592
ALEMDAR-HALICIOGLU,7,2022,1,13.258662369057213,474324,456414,0.9622409998229059
ALEMDAR-ZIVERBEY-KADIKOY,7,2022,1,13.924122310305776,50524,49520,0.9801282558783945
ALIBAHADIR-ZERZEVATCI-KAVACIK,7,2022,1,13.892341842397336,24296,23785,0.9789677313137966
ALIBEYKOY CEP OTOGARI - YENIKAPI,7,2022,1,13.775862068965518,968,953,0.984504132231405
ALIBEYKOY METRO - 5.LEVENT,7,2022,1,13.5625,117,116,0.9914529914529915
ALIBEYKOY METRO - EDIRNEKAPI METROBUS,7,2022,1,13.976525821596244,68816,66953,0.972927807486631
ALIBEYKOY METRO - KAZLICESME,7,2022,1,13.949814126394052,15717,15498,0.9860660431380034
ALTUNIZADE-ATASEHIR-USTBOSTANCI,7,2022,1,12.07843137254902,2294,2282,0.994768962510898
ALTUNIZADE-KAZIM KARABEKIR MAH.,7,2022,1,13.011009174311926,11740,11564,0.9850085178875639
ALTUNIZADE-SULTANBEYLI,7,2022,1,12.008547008547009,821044,793343,0.9662612478746572
ANADOLU FENERI / KAYNARCA-DERESEKI / KAVACIK,7,2022,1,13.976076555023925,23153,22606,0.9763745518939231
ARNAVUTKOY - MECIDIYEKOY,7,2022,1,13.784431137724551,125455,120900,0.9636921605356502
ARNAVUTKOY-EMINONU,7,2022,1,13.978614200171087,288233,270240,0.9375748092688901
ATAKENT MAH. - MECIDIYEKOY,7,2022,1,12.436170212765957,1891,1862,0.9846641988365944
ATAKENT MAHALLESI - YENIBOSNA METRO,7,2022,1,13.789149198520343,24671,24133,0.9781930201451097
ATAKENT MAHALLESI- BAKIRKOY,7,2022,1,14.019211324570271,42584,41516,0.9749201578057486
ATAKENT MAHALLESI- TAKSIM,7,2022,1,14.309458218549128,59405,56526,0.9515360659877115
ATAKENT MAHALLESI-AKSARAY,7,2022,1,14.337464251668257,59901,58170,0.971102318826063
ATAKENT-AKSARAY,7,2022,1,13.888320545609549,226850,217646,0.9594269340974212
ATAKOY - TAKSIM,7,2022,1,13.275938189845474,30761,29624,0.9630376125613601
ATAKOY METRO - ACIL DURUM HASTANESI,7,2022,1,13.34349593495935,41071,39836,0.9699301210099583
ATESTUGLA - BAKIRKOY,7,2022,1,14.056410256410256,143363,137609,0.9598641211470184
ATESTUGLA - BEYAZIT,7,2022,1,14.210296684118674,199630,191582,0.9596854180233432
ATESTUGLA - EMINONU,7,2022,1,13.689830508474577,60935,58092,0.9533437269221301
ATESTUGLA - KIRAZLI - BEYAZIT,7,2022,1,12.174603174603174,5374,5308,0.9877186453293636
ATESTUGLA - MECIDIYEKOY,7,2022,1,13.59850374064838,313308,301069,0.9609362033526115
ATESTUGLA DEMIRKAPI MH.- BEYAZIT,7,2022,1,14.148051948051949,230406,219428,0.9523536713453643
ATISALAN KOYICI-EMINONU,7,2022,1,12.96144578313253,9229,8958,0.97063603857406
AVCILAR -TOPKAPI METROBUSU,7,2022,1,11.5,1106052,1079635,0.9761159511487706
AVCILAR CIHANGIR MAH. - BAKIRKOY,7,2022,1,13.65397536394177,30200,29303,0.9702980132450331
AVCILAR-SOGUTLUCESME,7,2022,1,11.5,121443,115518,0.9512116795533707
AVCILAR-ZINCIRLIKUYU,7,2022,1,11.5,16031417,15198147,0.9480226857052
AYAZAGA GARAJI-4.LEVENT METRO,7,2022,1,13.499079189686924,5074,4970,0.9795033504138747
AYAZAGA KOYU-ISTINYE-SARIYER,7,2022,1,14.04050405040504,198862,193679,0.9739366998219872
AYAZAGA KOYU-KAGITHANE-YENIKAPI,7,2022,1,13.905128205128204,194432,187058,0.9620741441737986
AYAZAGA KOYU-MASLAK,7,2022,1,13.294505494505495,9596,9399,0.9794706127553147
AYAZAGAKOYU - KABATAS,7,2022,1,13.541322314049587,295536,288557,0.9763852796275242
AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,7,2022,1,13.687710437710438,240323,234513,0.9758242032597796
AYAZMA SITESI - MAHMUTBEY METRO,7,2022,1,13.63855421686747,16617,15947,0.9596798459409039
AYDINLI BAHCELER - KARTAL,7,2022,1,12.959798994974877,8927,8688,0.9732272880026884
AYDINLI TOKI - MIMARSINAN MAH.- TUZLA,7,2022,1,13.472103004291846,4799,4643,0.9674932277557825
